sample_index,publication_id,reference_id,reference_order,exclusive_category,alignment_score,alignment_source,grobid_index,grobid_doi,grobid_title,grobid_journal,grobid_year,grobid_authors,grobid_volume,grobid_issue,grobid_pages,experiment19_status,resolver,matched_id,matched_doi,matched_title,matched_year,matched_venue,confidence,title_similarity,title_coverage,title_token_count,author_coverage,year_match,title_pair_similarity,title_pair_coverage,query,context
3810,1220814,18801017,21,other,1.0,raw_similarity,21,10.1111/1467-9450.t01-1-00315,Self-reported assertiveness in Swedish and Turkish adolescents: A cross-cultural comparison,Scandinavian Journal of Psychology,2000,S E Embretson; S P Reise,44,1,7-12,strong,grobid_doi_crossref,,10.1111/1467-9450.t01-1-00315,Self‐reported assertiveness in Swedish and Turkish adolescents: A cross‐cultural comparison,2003,Scandinavian Journal of Psychology,,,,,,,,,10.1111/1467-9450.t01-1-00315,"Embretson, S. E., & Reise, S. P. (2000). Item response theory for psychologists. Lawrence Erlbaum Associates Inc."
3840,1310798,23997056,44,other,1.0,match_report,69,,1998-2000 Yılı Milet Çalışmaları,Kazı Sonuçları Toplantısı I,2002,; V V Greave Ve Niemeier; W D Greave; Niemeier,,,75-88,no_match,grobid_crossref_bibliographic,,10.18367/pha.18008,Kibyra 2014-2016 Yılı Çalışmaları ve Sonuçları,2018,PHASELIS,0.3429,0.3393,0.5,6,0.0,False,0.5385,0.4,1998-2000 Yılı Milet Çalışmaları niemeier 2002 Kazı Sonuçları Toplantısı I,"Greave ve Niemeier 2002: V. V. Greave, W. D. Niemeier, “1998-2000 Yılı Milet Çalışmaları” In: K. Olşen - F. Bayram - A. Özme - H. Dönmez - N. Güder - N. Toy (Eds.), 23. Kazı Sonuçları Toplantısı I, Ankara, 75-88."
3865,1260030,20631779,22,other,1.0,match_report,22,,Tratado de Otorrino laringología y Cirugía de Cabeza y Cuello. 2nd edition,"Editorial Medica Panamericana, Buenos Aires",2008,C Suarez; L M Gil-Carcedo; J Marco,10,,237,no_match,grobid_crossref_bibliographic,,10.4067/s0718-48162008000300012,"SOCIEDAD CHILENA DE OTORRINOLARINGOLOGÍA, MEDICINA Y CIRUGÍA DE CABEZA Y CUELLO",2008,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),0.4329,0.4858,0.4286,7,0.0,True,0.7285,0.4286,"Tratado de Otorrino laringología y Cirugía de Cabeza y Cuello. 2nd edition suarez 2008 Editorial Medica Panamericana, Buenos Aires","22. Suarez C, Gil-Carcedo LM, Marco J, et al. Tratado de Otorrino laringología y Cirugía de Cabeza y Cuello. 2nd edition. Editorial Medica Panamericana, Buenos Aires, 2008;10:237."
3876,1175174,16910127,32,journal_like_left,1.0,match_report,22,,Üsküdar Mevlevîhânesi. TDV İslam Ansiklopedisi,,2012,M B Tanman,42,,372-374,no_match,grobid_crossref_bibliographic,,10.4016/45883.01,"Üsküdar Tesisatçı '444""88""48' Tesisatçı Üsküdar",2012,"SciVee, Inc",0.3892,0.3462,0.4,5,0.0,True,0.3778,0.4,Üsküdar Mevlevîhânesi. TDV İslam Ansiklopedisi tanman 2012,"Tanman, M. B. (2012). Üsküdar Mevlevîhânesi. TDV İslam An- siklopedisi. (42: 372-374) İstanbul: Türkiye Diyanet Vakfı Yayını."
3877,1172219,16541449,29,other,1.0,match_report,27,,Ethnobotanty and Sustainable Use of Plant Resource in the HKH Mountain Region. Planning Workshop on Ethnobotany and its Application to Conservation and Community Development in the,Hindu Khush Himalayan (HKH),1995,Pei S,,,,no_match,grobid_crossref_bibliographic,,10.1007/978-981-96-8675-9_6,Assessment of Sustainable Development in the HKH Region,2025,Springer Nature Singapore,0.4487,0.0433,0.8,5,0.0,False,0.2991,0.8,Ethnobotanty and Sustainable Use of Plant Resource in the HKH Mountain Region. Planning Workshop on Ethnobotany and its Application to Conservation and Community Development in the pei 1995 Hindu Khush Himalayan (HKH),"Pei S. 1995. Ethnobotanty and Sustainable Use of Plant Resource in the HKH Mountain Region. Planning Workshop on Ethnobotany and its Application to Conservation and Community Development in the Hindu Khush Himalayan (HKH), Nepal."
3887,1214229,18889041,26,other,1.0,match_report,26,,Die Theorie des Übersetzens und ihr Aufschlußwert für die Übersetzungs-und Dolmetschdidaktik,Akten des Internationalen Kolloquims der Association Internationale de Linguistique Appliquée (AILA) Saarbrücken,1983,Katharina Reiß,,,80-90,no_match,grobid_crossref_bibliographic,,10.1515/infodaf-1985-125-685,"Wilss, Wolfram; Thome , Gisela(Hrsg.): Die Theorie des Übersetzens und ihr Aufschlußwert für die Übersetzungs- und Dolmetschdidaktik. Tübingen : Narr, 1984",1985,Walter de Gruyter GmbH,0.5281,0.0215,0.9524,21,0.0,False,1.0,1.0,Die Theorie des Übersetzens und ihr Aufschlußwert für die Übersetzungs-und Dolmetschdidaktik reiss 1983 Akten des Internationalen Kolloquims der Association Internationale de Linguistique Appliquée (AILA) Saarbrücken,"Reiß, Katharina (1984): Adäquatheit und Äquivalenz. Wilss, Wolfram/ Thome, Gisela (ed.): Die Theorie des Übersetzens und ihr Aufschlußwert für die Übersetzungs- und Dolmetschdidaktik. Akten des Internationalen Kolloquims der Association Internationale de Linguistique Appliquée (AILA) Saarbrücken, 25.-30. Juli 1983. Tübingen: Günter Narr, 80-90."
3889,1206837,18224783,32,other,1.0,raw_similarity,4,,"Aclûn Hasbe'd-Defter Rakam 522 min-Defâtîri't-Tahrîri'l-Osmanîyyeti'lMüdevvereti fî'l-Karni'l-âşiri'l-Hicrî, Merkezü'l-İbhâse li't-Tarîhi ve'l-Funûnu ve's-Sakâfetü'lİslamiyyete bi-İstanbul",,1982,,,,,no_match,,,,,,,,,,,,,,,,"Karniʼl-âşiriʼl-Hicrî, Merkezüʼl-İbhâse liʼt-Tarîhi veʼl-Funûnu veʼs-Sakâfetüʼlİslamiyyete bi-İstanbul, 1402- 1982."
3906,1344186,24383439,1,other,0.7864,match_report,2,,Alisher Navoiy Asarlari Tilining Izohli Lug'ati. IV tomlik. 1-tom. Toshkent: Fan,Drevnetyurkskiy Slovar. Leningrad: Nauka,1969,,,,,no_match,grobid_crossref_bibliographic,,10.52773/cl:psp/vol_1_issue_1/a39,“ALISHER NAVOIY ASARLARINING IZOHLI LUGʻATI” MOBIL ILOVASINI YARATISH –DAVR TALABI,2021,Tashkent State university of Uzbek language and literature named after Alisher Navai,0.38,0.65,0.4545,11,0.0,False,0.6581,0.4545,Alisher Navoiy Asarlari Tilining Izohli Lug'ati. IV tomlik. 1-tom. Toshkent: Fan 1969 Drevnetyurkskiy Slovar. Leningrad: Nauka,"Alisher Navoiy Asarlari Tilining Izohli Lug‘ati. IV tomlik. 1-tom. Toshkent: Fan, 1983."
3911,1250164,21045725,30,journal_like_left,0.9839,match_report,30,,Efficiency Ratios and Community Bank Performance,Journal of Finance and Accountancy,2008,H Hays; A De Lurgio; A Gilbert,1,,1-15,no_match,grobid_crossref_bibliographic,,10.2307/j.ctt1df4hbd.13,"Bank Supervision, Regulation and Efficiency:",2016,Gerlach Press,0.3111,0.1807,0.5,4,0.0,False,0.2222,0.5,Efficiency Ratios and Community Bank Performance hays 2008 Journal of Finance and Accountancy,"Hays, H., De Lurgio, A. &A. Gilbert (2008). Efficiency Ratios and Community Bank Performance. Journal of Finance and Accountancy, 1, 1-15."
3912,1293140,23041426,14,other,1.0,match_report,14,,The critical reading inventory: Assessing students' reading and thinking,,2004,M D Applegate; K B Quinn; A J Applegate,,,,no_match,grobid_crossref_bibliographic,,10.65528/9780807781197-007,5. Scaffolding Critical Thinking,2010,Teachers College Press,0.4249,0.2911,0.6667,3,0.0,False,0.3564,0.6667,The critical reading inventory: Assessing students' reading and thinking applegate 2004,"Applegate, M. D., Quinn, K. B., & Applegate, A. J. (2004). The critical reading inventory: Assessing students’ reading and thinking. Prentice Hall."
3914,1293140,23041467,55,journal_like_left,1.0,match_report,57,,Is listening comprehension influenced by the background knowledge of the learners? A case study of Iranian EFL learners,The Linguistics Journal,2002,F Sadighi; S Zare,1,3,110-126,no_match,grobid_crossref_bibliographic,,10.1177/0033688211401257,RETRACTED: Is Listening Comprehension Influenced by the Cultural Knowledge of the Learners? A Case Study of Iranian EFL Pre-intermediate Learners,2011,SAGE Publications,0.5225,0.7085,0.6923,13,0.0,False,0.8429,0.9,Is listening comprehension influenced by the background knowledge of the learners? A case study of Iranian EFL learners sadighi 2002 The Linguistics Journal,"Sadighi, F., & Zare, S. (2002). Is listening comprehension influenced by the background knowledge of the learners? A case study of Iranian EFL learners. The Linguistics Journal, 1(3), 110–126."
3916,1281700,21512217,2,other,1.0,match_report,2,,Perkütan nefrolitotomide nefrostomi traktina uygulanan levobupivakain infiltrasyonu ve intravenöz parasetamol kombinasyonunun postoperatif analjezi üzerine olan etkilerinin değerlendirilmesi,,2009,Ö E Gökten,,,,no_match,grobid_crossref_bibliographic,,10.7197/1305-0028.2075,"Pre-emptif uygulanan intravenöz, spinal ve epidural morfinin erken postoperatif analjezi ve stres yanıt üzerine etkileri",2013,Cumhuriyet Medical Journal,0.1961,0.1341,0.3077,13,0.0,False,0.4919,0.3077,Perkütan nefrolitotomide nefrostomi traktina uygulanan levobupivakain infiltrasyonu ve intravenöz parasetamol kombinasyonunun postoperatif analjezi üzerine olan etkilerinin değerlendirilmesi gokten 2009,"2. Gökten ÖE. Perkütan nefrolitotomide nefrostomi traktina uygulanan levobupivakain infiltrasyonu ve intravenöz parasetamol kombinasyonunun postoperatif analjezi üzerine olan etkilerinin değerlendirilmesi, 2009. (Turkish). [Crossref]"
3918,1196693,17709243,31,journal_like_left,0.996,match_report,38,,Motivation in action: A process model of l2 motivation,Working Papers in Applied Linguistics,1998,Z Dörnyei; I Otto,4,,43-69,no_match,grobid_crossref_bibliographic,,10.2307/3588444,Teaching and Researching Motivation (Applied Linguistics in Action Series),2001,JSTOR,0.4648,0.3776,0.5714,7,0.5,False,0.368,0.6,Motivation in action: A process model of l2 motivation dornyei 1998 Working Papers in Applied Linguistics,"Dörnyei, Z., ve Otto, I. (1998). Motivation in action: A process model of l2 motivation. Working Papers in Applied Linguistics, 4, 43-69."
3932,1319301,23338530,27,conference,1.0,match_report,27,,"A Supporting Framework for Aircraft MRO Operations: Capacity Planning, Tasks Traceability and Disembarked Items Tracking",,2024,F Martone; G Zazzaro; M Inverno; S De Luca; F Mainieri; G Romano,,,1-19,no_match,grobid_crossref_bibliographic,,10.4324/9780429318801-17,Aircraft supply and MRO,2020,Routledge,0.3693,0.0134,0.6667,3,0.0,False,0.2979,0.6667,"A Supporting Framework for Aircraft MRO Operations: Capacity Planning, Tasks Traceability and Disembarked Items Tracking martone 2024","Martone, F., Zazzaro, G., Inverno, M., De Luca, S., Mainieri, F., & Romano, G. (2024). A Supporting Framework for Aircraft MRO Operations: Capacity Planning, Tasks Traceability and Disembarked Items Tracking. In 2024 34th Congress of the International Council of the Aeronautical Sciences (ICAS) (pp. 1-19)."
3937,1353921,24761291,27,journal_like_left,0.9893,match_report,33,,The effect of TRX suspension trai-27. ning on physical capacity of young sedentaries,The Journal of Eurasia Sport Sciences and Medicine,2021,S Pancar; H Topçu; R Arabacı; T Vardar,3,1,24-32,no_match,grobid_crossref_bibliographic,,10.21608/jat.2024.190782.1016,The Effect of Training Using TRX Ropes on Some Physical Variables of Female Wrestlers,2024,Egypts Presidential Specialized Council for Education and Scientific Research,0.3138,0.3469,0.4444,9,0.0,False,0.5476,0.3333,The effect of TRX suspension trai-27. ning on physical capacity of young sedentaries pancar 2021 The Journal of Eurasia Sport Sciences and Medicine,"Pancar S, Topçu H, Arabacı R, Vardar T. The effect of TRX suspension training on physical capacity of young sedentaries. The Journal of Eurasia Sport Sciences and Medicine. 2021;3(1):24-32. [Link]"
3941,1389423,26083675,49,other,1.0,match_report,48,,Formulation and evaluation of spironolactone loaded emulgel for topical application,,2016,B Kapadiya; D Gohil; D Patel; S Patel; C Aundhia; N Shah,,,,no_match,grobid_crossref_bibliographic,,10.31032/ijbpas/2024/13.10.8251,FORMULATION AND EVALUATION OF CLARITHROMYCIN LOADED EMULGEL FOR TOPICAL DELIVERY,2024,BPAS Publishers LLP,0.504,0.5556,0.7143,7,0.0,False,0.7975,0.7143,Formulation and evaluation of spironolactone loaded emulgel for topical application kapadiya 2016,"49. Kapadiya B, Gohil D, Patel D, Patel S, Aundhia C, Shah N, et al. Formulation and evaluation of spironolactone loaded emulgel for topical application. 2016. [Link]"
3965,1332079,23906588,19,journal_like_left,0.8284,match_report,21,,Bireysel iki dillilik ve toplumsal iki dillilik,,2011,G Karaağaç,,,,no_match,grobid_crossref_bibliographic,,10.33207/trkede.684641,İki Dillilik ve Bulgaristan Türklerinin İki Dilliliği Üzerine Bir İnceleme,2020,Trakya Universitesi Edebiyat Fakultesi Dergisi,0.3084,0.3636,0.4286,7,0.0,False,0.4959,0.6667,Bireysel iki dillilik ve toplumsal iki dillilik karaagac 2011,"Karaağaç, G. (2011). Bireysel iki dillilik ve toplumsal iki dillilik. [Individual bilingualism and social bilingualism]. Türk Dili Dil ve Edebiyat Dergisi, 717, 222-228."
3977,1337447,24116351,25,journal_like_left,1.0,match_report,27,,Current techniques in bankruptcy prediction,Journal of Accounting Literature,1987,F L Jones,6,,131-164,no_match,grobid_crossref_bibliographic,,10.1007/s11142-017-9407-1,Corporate bankruptcy prediction: a high dimensional analysis,2017,Springer Science and Business Media LLC,0.46,0.45,0.4,5,1.0,False,0.5294,0.5,Current techniques in bankruptcy prediction jones 1987 Journal of Accounting Literature,"Jones, F. L. (1987). Current techniques in bankruptcy prediction. Journal of Accounting Literature, 6, 131-164."
3978,1337447,24116356,30,journal_like_left,1.0,match_report,32,,Detecting financial failure with the assistance of financial statements: an implementation in BIST,Avrasya Sosyal ve Ekonomi Araştırmaları Dergisi,2022,F Karasioğlu; F Kınalı,9,3,197-221,no_match,grobid_crossref_bibliographic,,10.15659/3.sektor-sosyal-ekonomi.22.10.1843,ENTEGRE MEREC-MAIRCA TEKNİKLERİ İLE BİST SİGORTA ENDEKSİNDE HİSSE SENEDİ GETİRİSİ VE FİNANSAL BAŞARIM İLİŞKİSİ,2022,Turkish Cooperative Association,0.1913,0.2449,0.0769,13,0.0,True,0.2512,0.125,Detecting financial failure with the assistance of financial statements: an implementation in BIST karasioglu 2022 Avrasya Sosyal ve Ekonomi Araştırmaları Dergisi,"Karasioğlu, F. & Kınalı, F. (2022). Detecting financial failure with the assistance of financial statements: an implementation in BIST. Avrasya Sosyal ve Ekonomi Araştırmaları Dergisi, 9(3), 197-221."
4018,1219142,19114787,1,other,1.0,match_report,1,,"Ceza Muhakemesinde Duruşma Yönetimi ve Yasa Yolları, 3.Baskı",,2019,Mustafa / Artuç; Mehmet Elmas; Tevfik,,,,no_match,grobid_crossref_bibliographic,,10.26650/mecmua.2020.78.3.0011,Ceza Muhakemesinde Sanığın Yokluğunda Duruşma,2020,Istanbul University,0.3993,0.3467,0.6,5,0.0,False,0.5,0.6,"Ceza Muhakemesinde Duruşma Yönetimi ve Yasa Yolları, 3.Baskı artuc 2019","ARTUÇ, Mustafa/ELMAS, Mehmet Tevfik: Ceza Muhakemesinde Duruşma Yönetimi ve Yasa Yolları, 3.Baskı, Ankara 2019."
4024,1301062,22416435,12,other,1.0,match_report,12,,The Eelworm Disease: a Menace to Alfalfa in America,USDA Circular,1923,G H Godfrey,297,,8,no_match,grobid_crossref_bibliographic,,10.1017/s0022149x0000287x,Eelworm Disease of Potatoes caused by <i>Tylenchus dipsaci</i>,1923,Cambridge University Press (CUP),0.3573,0.3699,0.3333,6,0.0,True,0.422,0.4,The Eelworm Disease: a Menace to Alfalfa in America godfrey 1923 USDA Circular,"Godfrey, G.H., (1923). The Eelworm Disease: a Menace to Alfalfa in America. USDA Circular; 297, 8."
4030,1299598,22387271,30,other,0.9949,match_report,50,,Türkiye'de Ana Rahmindeki Embriyonun Hukuki Statüsü,,2007,A Çoban,,,,no_match,grobid_crossref_bibliographic,,10.46236/jovosst.1402795,TÜRKİYE’DE YAŞAYAN SURİYELİLERİN HUKUKİ STATÜSÜ,2024,Isparta Uygulamali Bilimler Universitesi,0.4204,0.4521,0.6,5,0.0,False,0.6735,0.6,Türkiye'de Ana Rahmindeki Embriyonun Hukuki Statüsü coban 2007,"Çoban A, “Türkiye’de Ana Rahmindeki Embriyonun Hukuki Statüsü” (A.Ü. Biyoteknoloji Enstitüsü Yayını, 2007) ."
4037,1249602,20702555,46,journal_like_left,1.0,raw_similarity,35,,Mehmed Şerif Paşa (1865-1951),,2010,Ali Birinci,,,1-2,no_match,grobid_crossref_bibliographic,,10.1163/1573-3912_ei3_com_36361,Mehmed Sabri Paşa,,Walter de Gruyter GmbH,0.439,0.3614,0.6667,3,0.0,False,0.6818,0.6667,Mehmed Şerif Paşa (1865-1951) birinci 2010,"Birinci, Ali. ""Mehmed Şerif Paşa (1865-1951) "". İstanbul: DİA. C. 39, 2010: 1-2."
4040,1238086,19596158,19,other,0.7749,match_report,19,,Türk Standardı-Pülverizatör Memeleri,,1991,,4280,,,no_match,grobid_crossref_bibliographic,,10.1501/tite_0000000017,KURTULUŞ SAVAŞINDA TÜRK - FRANSIZ İLİŞKİLERİ VE BİR FRANSIZ TÜRK DOSTU ALBAY MOUGİN,1991,Ankara University,0.2781,0.3404,0.2,10,0.0,True,0.2393,0.25,Türk Standardı-Pülverizatör Memeleri 1991,"TS 4280 (1991). Türk Standardı-Pülverizatör Memeleri. ICS 35.060.40. Türk Standartları Enstitüsü, 19.11.1991. S 22."
4046,1300984,23046625,66,journal_like_left,0.8758,match_report,74,,Öğretmen adaylarının sosyo-bilimsel konulardaki inançları: Nükleer enerji. Eskişehir Osmangazi Üniversitesi Türk Dünyası Uygulama ve Araştırma Merkezi Eğitim Dergisi,Batı Anadolu Eğitim Bilimleri Dergisi,2020,S Sevim; H Ş Ayvacı,5,1,969-989,no_match,grobid_crossref_bibliographic,,10.51460/baebd.1755987,Millî Eğitim Akademisi ve Öğretmen Yetiştirme Konusunda Öğretmen Adaylarının Görüşleri,2026,Dokuz Eylul University,0.2996,0.2756,0.4444,9,0.0,False,0.2249,0.4444,Öğretmen adaylarının sosyo-bilimsel konulardaki inançları: Nükleer enerji. Eskişehir Osmangazi Üniversitesi Türk Dünyası Uygulama ve Araştırma Merkezi Eğitim Dergisi sevim 2020 Batı Anadolu Eğitim Bilimleri Dergisi,"Sevim, S., & Ayvacı, H. Ş. (2020). Öğretmen adaylarının sosyo-bilimsel konulardaki inançları: Nükleer enerji. Eskişehir Osmangazi Üniversitesi Türk Dünyası Uygulama ve Araştırma Merkezi Eğitim Dergisi, 5(1), 25- 39."
4059,1307741,22666540,27,other,1.0,match_report,27,,The Effect of Salinity on Seedling Development and Uptake of Some Minerals in Broad Bean,Vicia Faba L.). Istanbul,2007,F Bulut,,,,no_match,grobid_crossref_bibliographic,,10.1080/00103624.2011.558963,Growth and Uptake of Sodium and Potassium in Broad Bean (<i>Vicia faba</i>L.) under Salinity Stress,2011,Informa UK Limited,0.4517,0.5085,0.5455,11,0.3333,False,0.3956,0.4444,The Effect of Salinity on Seedling Development and Uptake of Some Minerals in Broad Bean bulut 2007 Vicia Faba L.). Istanbul,Bulut F. The Effect of Salinity on Seedling Development and Uptake of Some Minerals in Broad Bean (Vicia Faba L.). Istanbul. Marmara University; 2007.
4075,1251428,20163823,109,other,0.8138,raw_similarity,75,,Millî Şairimiz ve Türk Gençliği,Türkeli,1952,Cemal Oğuz; Öcal,,,,no_match,grobid_crossref_bibliographic,,10.1501/dtcfder_0000000449,MİLLİYETCİLİĞİMİZ VE TÜRK GENÇLİĞİ,1944,Ankara University -  Faculty of Language and History-Geography,0.4725,0.5294,0.6667,3,0.0,False,0.8308,0.6667,Millî Şairimiz ve Türk Gençliği oguz 1952 Türkeli,"Öcal, Cemal Oğuz (1952), “Millî Şairimiz ve Türk Gençliği”, Türkeli, S. 5, s. 3."
4086,1281913,21529544,88,other,1.0,raw_similarity,59,,1858 Ceza kanunnamesinde Kalpazanlık Suçunun Maddi Konusu,Adalet Dergisi,2019,Harun Karakaya,,,403-428,no_match,grobid_crossref_bibliographic,,10.52273/sduhfd..1664732,Yağma Suçunun Konusu Üzerine Bir Değerlendirme (Taşınmazlar Yağma Suçunun Konusunu Oluşturabilir mi?),2025,Suleyman Demirel Universitesi Hukuk Fakultesi Dergisi,0.25,0.3333,0.3333,9,0.0,False,0.2839,0.3333,1858 Ceza kanunnamesinde Kalpazanlık Suçunun Maddi Konusu karakaya 2019 Adalet Dergisi,"KARAKAYA, Harun, “1858 Ceza kanunnamesinde Kalpazanlık Suçunun Maddi Konusu”, Adalet Dergisi, S:62-63, Ankara 2019, ss. 403- 428."
4087,1379217,25740501,28,url_web,1.0,raw_similarity,26,10.1111/j.1365-2621.2009.01968.x,Microbiology of food and animal feeding stuffs-Horizontal method for the enumeration of yeasts and moulds-Part 1: Colony count technique in products with water activity greater than 0,International Journal of Food Science and Technology,2008,A A Hayaloğlu,44,,5,strong,grobid_doi_crossref,,10.1111/j.1365-2621.2009.01968.x,Volatile composition and proteolysis in traditionally produced mature Kashar cheese,2009,International Journal of Food Science &amp; Technology,,,,,,,,,10.1111/j.1365-2621.2009.01968.x,ISO 21527-1 (2008). Microbiology of food and animal feeding stuffs-Horizontal method for the enumeration of yeasts and moulds-Part 1: Colony count technique in products with water activity greater than 0.95. https://www.iso.org/standard/38275.html (Accessed: 05 May 2025).
4110,1186601,17181691,15,other,1.0,match_report,15,,International Commission for Uniform Method of Sugar Analysis,GS,1994,Method Icumsa; Book,6,,1-3,no_match,grobid_crossref_bibliographic,,10.1002/star.19860381210,Report on the 19th Session of the International Commission of Sugar Analysis (ICUMSA),1986,Wiley,0.4295,0.5763,0.5714,7,0.0,False,0.5833,0.6,International Commission for Uniform Method of Sugar Analysis icumsa 1994 GS,"ICUMSA, Method Book, (1994). International Commission for Uniform Method of Sugar Analysis. GS 6 (1–3)."
4128,1335635,24046411,65,other,1.0,match_report,66,,From translation services to language services-Concept and behavior of the professionalized era of translation,East Journal of Translation,2013,Tianzhen Xie,,3,4-8,no_match,grobid_crossref_bibliographic,,10.3403/30246895u,Translation services. Requirements for translation services,,BSI British Standards,0.5145,0.3723,0.8,5,0.0,False,0.4643,0.8,From translation services to language services-Concept and behavior of the professionalized era of translation xie 2013 East Journal of Translation,"Xie, Tianzhen. 2013. From translation services to language services—Concept and behavior of the professionalized era of translation. East Journal of Translation (3), 4-8. (谢天振. 2013. 从翻译服务到语言服务—翻译的职业化时代的理念与行为. 东方翻译 (3). 4-8.)"
4133,1356322,24864948,8,dergipark_file,1.0,match_report,10,,Türkiye sinemasında uyarlamalara genel bir bakış,Türkiye Araştırmaları Literatür Dergisi,2020,Z Çetin-Erus,18,36,583-592,no_match,grobid_crossref_bibliographic,,10.35250/sks.02.2019.01.01,Türkiye-Rusya İlişkilerine Genel Bir Bakış,2019,Cappadocia University Press,0.3814,0.2569,0.6,5,0.0,False,0.6222,0.6,Türkiye sinemasında uyarlamalara genel bir bakış erus 2020 Türkiye Araştırmaları Literatür Dergisi,"Çetin-Erus, Z. (2020). Türkiye sinemasında uyarlamalara genel bir bakış. Türkiye Araştırmaları Literatür Dergisi, 18(36), 583-592. https://dergipark.org.tr/tr/download/article-file/1291023"
4137,1237068,22860103,5,other,1.0,match_report,49,,"ASTM D4318-Standard Test Method for Liquid Limit, Plastic Limit and Plasticity Index of Soils",,2003,,,,,no_match,grobid_crossref_bibliographic,,10.1520/d4318-17,"Test Methods for Liquid Limit, Plastic Limit, and Plasticity Index of Soils",,ASTM International,0.6114,0.6128,0.8889,9,0.0,False,0.8727,0.8889,"ASTM D4318-Standard Test Method for Liquid Limit, Plastic Limit and Plasticity Index of Soils 2003","American Society for Testing and Materials. 2003. “ASTM D4318-Standard Test Method for Liquid Limit, Plastic Limit and Plasticity Index of Soils’’, West Conshohocken, USA."
4139,1296183,23128333,14,other,1.0,match_report,14,,Development of a low-fish meal feed formulation for commercial production of Litopenaeus vannamei. Avances en nutricion acuicola,,2004,J M Fox; A L Lawrence; F Smith,,,,no_match,grobid_crossref_bibliographic,,10.1016/j.aquaculture.2003.08.023,"Substitution of fish meal by co-extruded soybean poultry by-product meal in practical diets for the Pacific white shrimp, Litopenaeus vannamei",2004,Elsevier BV,0.3602,0.3841,0.3333,15,0.0,True,0.4104,0.3333,Development of a low-fish meal feed formulation for commercial production of Litopenaeus vannamei. Avances en nutricion acuicola fox 2004,"Fox, J. M., Lawrence, A. L., & Smith, F. (2004). Development of a low-fish meal feed formulation for commercial production of Litopenaeus vannamei. Avances en nutricion acuicola."
4162,1282865,21576945,11,other,1.0,match_report,11,,Pathophysiology and Management of Arrhythmias Associated with Atrial Septal Defect and Patent Foramen Ovale,Arrhythm Electrophysiol Rev,2014,H Chubb; J Whitaker; S E Williams,3,3,16872,no_match,grobid_crossref_bibliographic,,10.1093/med/9780198759089.005.0107,Patent foramen ovale and secundum atrial septal defect,2018,Oxford University PressOxford,0.5173,0.2295,0.8571,7,0.0,False,0.4348,0.8571,Pathophysiology and Management of Arrhythmias Associated with Atrial Septal Defect and Patent Foramen Ovale chubb 2014 Arrhythm Electrophysiol Rev,11. Chubb H. Whitaker J. Williams SE. et al. Pathophysiology and Management of Arrhythmias Associated with Atrial Septal Defect and Patent Foramen Ovale. Arrhythm Electrophysiol Rev. 2014;3(3):16872.
4173,1331400,23873450,15,other,1.0,match_report,44,,Avrupa İnsan Hakları Sözleşmesi ve Türk Anayasa Yargısı: Uyum Sorunu ve Öneriler,"Anayasa Yargısı, Cilt",2000,Zühtü Arslan,17,,274-293,no_match,grobid_crossref_bibliographic,,10.55792/anayasayargisi.1863133,"TÜRK ANAYASA HUKUKUNDA ANAYASA DEĞİŞİKLİKLERİNİN ESAS BAKIMINDAN DENETİMİ YASAĞI (TESPİT, ELEŞTİRİ VE ÖNERİLER)",2026,T.C. Anayasa Mahkemesi,0.2386,0.2762,0.3333,12,0.0,False,0.3529,0.3333,"Avrupa İnsan Hakları Sözleşmesi ve Türk Anayasa Yargısı: Uyum Sorunu ve Öneriler arslan 2000 Anayasa Yargısı, Cilt","Arslan, Zühtü, “Avrupa İnsan Hakları Sözleşmesi ve Türk Anayasa Yargısı: Uyum Sorunu ve Öneriler”, Anayasa Yargısı, Cilt 17, 2000, s.274-293."
4194,1296099,22181900,8,journal_like_left,0.9526,match_report,2,,Sosyal Bilgiler Öğretmenliği ve İlahiyat Fakültesi Öğrencilerinin Kopya Çekme Eğilimlerinin İncelenmesi,Muallim Rıfat Eğitim Fakültesi Dergisi,2020,Türkan Çelik,,,107,no_match,grobid_crossref_bibliographic,,10.17240/aibuefd.2019.19.49440-516987,5. 6. VE 7. SINIF ÖĞRENCİLERİNİN SOSYAL BİLGİLER DERSİ SINIF ETKİNLİKLERİNİN ÇEŞİTLİ DEĞİŞKENLER AÇISINDAN İNCELENMESİ,2019,Abant Izzet Baysal Universitesi Egitim Fakultesi Dergisi,0.4281,0.3904,0.3636,11,1.0,False,0.4679,0.4,Sosyal Bilgiler Öğretmenliği ve İlahiyat Fakültesi Öğrencilerinin Kopya Çekme Eğilimlerinin İncelenmesi celik 2020 Muallim Rıfat Eğitim Fakültesi Dergisi,"Çelik, Türkan. “Sosyal Bilgiler Öğretmenliği ve İlahiyat Fakültesi Öğrencilerinin Kopya Çekme Eğilimlerinin İncelenmesi”. Muallim Rıfat Eğitim Fakültesi Dergisi (MREFD) 2/2 (2020), 97-120."
